Project Name,Package Name,Type Name,Design Smell,Cause of the Smell,
assignment-3,com.slimtrade.core,CommonText,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: DEFAULT_WHITE_TEXT; LOREM_IPSUM_SHORT; LOREM_IPSUM_LONG
assignment-3,com.slimtrade.core,CommonText,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_WHITE_TEXT; LOREM_IPSUM_SHORT; LOREM_IPSUM_LONG,
assignment-3,com.slimtrade.core,References,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: AUTHOR; GITHUB_REPO; GITHUB_URL; GITHUB_ISSUES_URL; DISCORD_INVITE; FAQ_URL; PAYPAL_URL; PATREON_URL; POE_REGEX_LINK; REGEX_CLIENT_DATA; REGEX_MESSAGE_PREFIX; REGEX_CLIENT_CHAT_PREFIX; REGEX_CLIENT_META_PREFIX; REGEX_QUICK_PASTE_PREFIX; REGEX_JOINED_AREA_PREFIX; REGEX_ENTERED_AREA_PREFIX; REGEX_SUFFIX; APP_PREFIX; chatPatten; clientMetaPattern; DEFAULT_MESSAGE_LOCATION; DEFAULT_MENUBAR_LOCATION,
assignment-3,com.slimtrade.core,References,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: AUTHOR; GITHUB_REPO; GITHUB_URL; GITHUB_ISSUES_URL; DISCORD_INVITE; FAQ_URL; PAYPAL_URL; PATREON_URL; POE_REGEX_LINK; REGEX_CLIENT_DATA; REGEX_MESSAGE_PREFIX; REGEX_CLIENT_CHAT_PREFIX; REGEX_CLIENT_META_PREFIX; REGEX_QUICK_PASTE_PREFIX; REGEX_JOINED_AREA_PREFIX; REGEX_ENTERED_AREA_PREFIX; REGEX_SUFFIX; APP_PREFIX; chatPatten; clientMetaPattern; DEFAULT_MESSAGE_LOCATION; DEFAULT_MENUBAR_LOCATION,
assignment-3,com.slimtrade.core.data,CheatSheetData,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: fileName; hotkeyData; title; extension,
assignment-3,com.slimtrade.core.data,FontLanguageSupport,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: english; chinese; korean; thai; russian,
assignment-3,com.slimtrade.core.data,FontLanguageSupport,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: FontManager; FontLanguageSupport,
assignment-3,com.slimtrade.core.data,IgnoreItemData,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: itemName; itemNameLower; matchType; initialDuration; expirationTime; expired; leniency,
assignment-3,com.slimtrade.core.data,IgnoreItemData,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: UpdateManager; App; GlobalKeyboardListener; HotkeyButton; HotkeyManager; CheatSheetWindow; SaveManager; SaveFile; ZUtil; ThemeManager; FrameManager; DebugWindow; MessageManager; TradeUtil; AudioManager; Sound; SoundComponent; CurrencyType; UpdateMessagePanel; TradeOffer; StashTabColor; SaleItem; TradeMessagePanel; StashHelperPanel; StashHighlighterFrame; CurrencyLabelFactory; POEInterface; DummyWindow; StashHelperBulkWrapper; StashHelperContainer; ChatScannerEntry; ChatScannerMessagePanel; NotificationPanel; NotificationIconButton; IgnoreItemData; OptionsWindow; AbstractMacroOptionPanel; MacroCustomizerPanel; IgnoreItemOptionPanel; IgnoreInputPanel; IgnoreRowComponents; HotkeyOptionPanel; IncomingMacroPanel; OutgoingMacroPanel; HistoryWindow; HistoryPanel; HistoryTable; HistoryTableModel; HistoryRowData; DateString; TimeString; ChatScannerWindow; ChatScannerSearchingPanel; ChatScannerRenamePanel; ChatScannerDeletePanel; ChatScannerCustomizerPanel; ItemIgnoreWindow; TutorialWindow; TutorialPanel; StyledLabel; ThemeColorVariantSetting; ThemeColorVariant; PatchNotesWindow; StashSearchWindow; PinManager; SetupWindow; StartSetupPanel; FinishSetupPanel; AbstractSetupPanel; ClientSetupPanel; StashSetupPanel; StashFolderSetupPanel; SetupManager; UpdateProgressWindow; OverlayInfoDialog; LabeledSlider; MessageOverlay; StashGridWindow; GridPanel; MenubarButtonDialog; IconButton; MenubarDialog; SystemTrayManager; GlobalMouseListener; VisibilityManager; VisibilityDialog; LoadingWindow; ChatParser; FileTailer; FileTailerListener; IPreloadTradeListener; ITradeListener; IChatScannerListener,
assignment-3,com.slimtrade.core.data,ListPanel,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.data,ListPanel,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: title; component,
assignment-3,com.slimtrade.core.data,PasteReplacement,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: message; playerName; itemName; itemQuantity; priceName; priceQuantity,
assignment-3,com.slimtrade.core.data,PatchNotesEntry,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: versionString; text; appVersion,
assignment-3,com.slimtrade.core.data,PlayerMessage,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: player; message; fullMessage,
assignment-3,com.slimtrade.core.data,PriceThresholdData,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: currencyType; quantity; soundComponent,
assignment-3,com.slimtrade.core.data,SaleItem,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: itemName; quantity; currencyType,
assignment-3,com.slimtrade.core.data,SaleItemWrapper,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: items,
assignment-3,com.slimtrade.core.data,StashTabData,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: stashTabName; matchType; stashTabType; stashColorIndex,
assignment-3,com.slimtrade.core.enums,Anchor,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name
assignment-3,com.slimtrade.core.enums,AppState,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
assignment-3,com.slimtrade.core.enums,BaseIcon,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
assignment-3,com.slimtrade.core.enums,BaseIcon,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.enums,ButtonRow,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
assignment-3,com.slimtrade.core.enums,CommonCurrency,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name
assignment-3,com.slimtrade.core.enums,CommonCurrency,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.enums,CurrencyType,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: words; path; ID; currencyNameMap; commonCurrencyTypes,
assignment-3,com.slimtrade.core.enums,CurrencyType,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: UpdateManager; App; GlobalKeyboardListener; HotkeyButton; HotkeyManager; CheatSheetWindow; SaveManager; SaveFile; ZUtil; ThemeManager; FrameManager; DebugWindow; MessageManager; TradeUtil; AudioManager; Sound; SoundComponent; CurrencyType; UpdateMessagePanel; TradeOffer; StashTabColor; SaleItem; TradeMessagePanel; StashHelperPanel; StashHighlighterFrame; CurrencyLabelFactory; POEInterface; DummyWindow; StashHelperBulkWrapper; StashHelperContainer; ChatScannerEntry; ChatScannerMessagePanel; NotificationPanel; NotificationIconButton; IgnoreItemData; OptionsWindow; AbstractMacroOptionPanel; MacroCustomizerPanel; IgnoreItemOptionPanel; IgnoreInputPanel; IgnoreRowComponents; HotkeyOptionPanel; IncomingMacroPanel; OutgoingMacroPanel; HistoryWindow; HistoryPanel; HistoryTable; HistoryTableModel; HistoryRowData; DateString; TimeString; ChatScannerWindow; ChatScannerSearchingPanel; ChatScannerRenamePanel; ChatScannerDeletePanel; ChatScannerCustomizerPanel; ItemIgnoreWindow; TutorialWindow; TutorialPanel; StyledLabel; ThemeColorVariantSetting; ThemeColorVariant; PatchNotesWindow; StashSearchWindow; PinManager; SetupWindow; StartSetupPanel; FinishSetupPanel; AbstractSetupPanel; ClientSetupPanel; StashSetupPanel; StashFolderSetupPanel; SetupManager; UpdateProgressWindow; OverlayInfoDialog; LabeledSlider; MessageOverlay; StashGridWindow; GridPanel; MenubarButtonDialog; IconButton; MenubarDialog; SystemTrayManager; GlobalMouseListener; VisibilityManager; VisibilityDialog; LoadingWindow; ChatParser; FileTailer; FileTailerListener; IPreloadTradeListener; ITradeListener; IChatScannerListener,
assignment-3,com.slimtrade.core.enums,CustomIcon,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: path
assignment-3,com.slimtrade.core.enums,DateFormat,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name; format
assignment-3,com.slimtrade.core.enums,DefaultIcon,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: path
assignment-3,com.slimtrade.core.enums,ExpandDirection,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name
assignment-3,com.slimtrade.core.enums,FontLanguage,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
assignment-3,com.slimtrade.core.enums,HistoryOrder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name
assignment-3,com.slimtrade.core.enums,MacroButtonType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name
assignment-3,com.slimtrade.core.enums,MatchType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name
assignment-3,com.slimtrade.core.enums,MenubarStyle,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name
assignment-3,com.slimtrade.core.enums,SetupPhase,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
assignment-3,com.slimtrade.core.enums,SliderRange,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: MIN; MAX; START
assignment-3,com.slimtrade.core.enums,SliderRange,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: MIN; MAX; START,
assignment-3,com.slimtrade.core.enums,SpinnerRange,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: MIN; MAX; START; STEP
assignment-3,com.slimtrade.core.enums,SpinnerRange,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: MIN; MAX; START; STEP,
assignment-3,com.slimtrade.core.enums,SpinnerRangeFloat,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: MIN; MAX; START; STEP
assignment-3,com.slimtrade.core.enums,SpinnerRangeFloat,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: MIN; MAX; START; STEP,
assignment-3,com.slimtrade.core.enums,StashTabColor,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: backgroundColor; foregroundColor
assignment-3,com.slimtrade.core.enums,ThemeColors,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.enums,ThemeColors,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: LIGHT_RED; DARK_RED; RED; INCOMING; OUTGOING; CHAT_SCANNER; INCOMING_COLOR_BLIND; OUTGOING_COLOR_BLIND; CHAT_SCANNER_COLOR_BLIND,
assignment-3,com.slimtrade.core.enums,ThemeColors,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: LIGHT_RED; DARK_RED; RED; INCOMING; OUTGOING; CHAT_SCANNER; INCOMING_COLOR_BLIND; OUTGOING_COLOR_BLIND; CHAT_SCANNER_COLOR_BLIND,
assignment-3,com.slimtrade.core.enums,TimeFormat,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name; format
assignment-3,com.slimtrade.core.hotkeys,ChangeMessageTabHotkey,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.hotkeys,HotkeyData,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: keyCode; modifiers,
assignment-3,com.slimtrade.core.hotkeys,NotificationPanelHotkey,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.hotkeys,PoeCommandHotkey,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.hotkeys,SearchWindowHotkey,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.hotkeys,SwingActionHotkey,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.hotkeys,WindowHotkey,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.jna,GlobalKeyboardListener,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: UpdateManager; App; GlobalKeyboardListener; HotkeyButton; HotkeyManager; CheatSheetWindow; SaveManager; SaveFile; ZUtil; ThemeManager; FrameManager; DebugWindow; MessageManager; TradeUtil; AudioManager; Sound; SoundComponent; CurrencyType; UpdateMessagePanel; TradeOffer; StashTabColor; SaleItem; TradeMessagePanel; StashHelperPanel; StashHighlighterFrame; CurrencyLabelFactory; POEInterface; DummyWindow; StashHelperBulkWrapper; StashHelperContainer; ChatScannerEntry; ChatScannerMessagePanel; NotificationPanel; NotificationIconButton; IgnoreItemData; OptionsWindow; AbstractMacroOptionPanel; MacroCustomizerPanel; IgnoreItemOptionPanel; IgnoreInputPanel; IgnoreRowComponents; HotkeyOptionPanel; IncomingMacroPanel; OutgoingMacroPanel; HistoryWindow; HistoryPanel; HistoryTable; HistoryTableModel; HistoryRowData; DateString; TimeString; ChatScannerWindow; ChatScannerSearchingPanel; ChatScannerRenamePanel; ChatScannerDeletePanel; ChatScannerCustomizerPanel; ItemIgnoreWindow; TutorialWindow; TutorialPanel; StyledLabel; ThemeColorVariantSetting; ThemeColorVariant; PatchNotesWindow; StashSearchWindow; PinManager; SetupWindow; StartSetupPanel; FinishSetupPanel; AbstractSetupPanel; ClientSetupPanel; StashSetupPanel; StashFolderSetupPanel; SetupManager; UpdateProgressWindow; OverlayInfoDialog; LabeledSlider; MessageOverlay; StashGridWindow; GridPanel; MenubarButtonDialog; IconButton; MenubarDialog; SystemTrayManager; GlobalMouseListener; VisibilityManager; VisibilityDialog; LoadingWindow; ChatParser; FileTailer; FileTailerListener; IPreloadTradeListener; ITradeListener; IChatScannerListener,
assignment-3,com.slimtrade.core.language,Range,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: min; max,
assignment-3,com.slimtrade.core.language,UnicodeRange,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: CHINESE; KOREAN; THAI; RUSSIAN; ALL_RANGES; rangeList; language,
assignment-3,com.slimtrade.core.managers,AudioManager,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: soundFiles; MIN_VOLUME; MAX_VOLUME; RANGE; pingCount; lootCount; inbuiltCount; clipCache; streamCache; customCount,
assignment-3,com.slimtrade.core.managers,AudioManager,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: UpdateManager; App; GlobalKeyboardListener; HotkeyButton; HotkeyManager; CheatSheetWindow; SaveManager; SaveFile; ZUtil; ThemeManager; FrameManager; DebugWindow; MessageManager; TradeUtil; AudioManager; Sound; SoundComponent; CurrencyType; UpdateMessagePanel; TradeOffer; StashTabColor; SaleItem; TradeMessagePanel; StashHelperPanel; StashHighlighterFrame; CurrencyLabelFactory; POEInterface; DummyWindow; StashHelperBulkWrapper; StashHelperContainer; ChatScannerEntry; ChatScannerMessagePanel; NotificationPanel; NotificationIconButton; IgnoreItemData; OptionsWindow; AbstractMacroOptionPanel; MacroCustomizerPanel; IgnoreItemOptionPanel; IgnoreInputPanel; IgnoreRowComponents; HotkeyOptionPanel; IncomingMacroPanel; OutgoingMacroPanel; HistoryWindow; HistoryPanel; HistoryTable; HistoryTableModel; HistoryRowData; DateString; TimeString; ChatScannerWindow; ChatScannerSearchingPanel; ChatScannerRenamePanel; ChatScannerDeletePanel; ChatScannerCustomizerPanel; ItemIgnoreWindow; TutorialWindow; TutorialPanel; StyledLabel; ThemeColorVariantSetting; ThemeColorVariant; PatchNotesWindow; StashSearchWindow; PinManager; SetupWindow; StartSetupPanel; FinishSetupPanel; AbstractSetupPanel; ClientSetupPanel; StashSetupPanel; StashFolderSetupPanel; SetupManager; UpdateProgressWindow; OverlayInfoDialog; LabeledSlider; MessageOverlay; StashGridWindow; GridPanel; MenubarButtonDialog; IconButton; MenubarDialog; SystemTrayManager; GlobalMouseListener; VisibilityManager; VisibilityDialog; LoadingWindow; ChatParser; FileTailer; FileTailerListener; IPreloadTradeListener; ITradeListener; IChatScannerListener,
